,idx,msg_txt,annotation
156,171,"  The past year was ruthless with events that shocked the entire civilized world. But we survived, showing our unity and strength of spirit. We survived, having written the glorious names of heroes in history.    The textbooks on the modern history of Ukraine will contain chapters on the heroic defense of Kyiv and Kharkiv, Chernihiv and Izyum, Avdiivka and Bakhmut. There will be unbreakable Mariupol, liberated Kherson, Zaporizhzhia and Mykolaiv... There will be our unity from west to east and from north to south.    We will remember everything. Because it is impossible to erase from memory the native faces from Bucha and Gostomel, Irpin and Borodyanka. We will remember in order not to repeat it. We will remember in order to live peacefully.     I believe that the New Year will bring us the long-awaited Victory and return of husbands and wives, brothers and sisters, sons and daughters to their homes. And all of them will return as heroes!    Ukraine was! Ukraine is! Ukraine will be! Glory to Ukraine! Together we will win!  Commander of the Joint Forces of the Armed Forces of Ukraine Lieutenant General Serhii NAIEV  https//t.me/operativnoZSU ",0
157,172,"  ⚡️Generalized information of the night attack on the capital.    32 air targets were detected in the Kyiv area, all 32 were destroyed!  There is no information on casualties.    Water and heat supply in the capital is operating in normal mode.    0720 An object similar to a rocket fragment was found on the second track of the metro station ""Hydropark"" of Svyatoshynsko-Brovarska line.     The movement of electric trains from the metro station ""Lisova"" to the station ""Dnipro"" is temporarily suspended. The explosive service of the Ministry of Internal Affairs is working at the scene.    KMVA  https//t.me/operativnoZSU ",1
158,173,"  P.s. Yesterday Nikolaev was shelled by 6 Iskander-type missiles, according to the AFU. They must be so wooden to attack a residential sector with such missiles - Kim  Send news to @niko9_bot 👉SIGN UP ",1
159,174,  Good news in the new year.     @antiitforce ,0
160,175,"  Forwarded from Kyiv city ❗️Details of the night UAV attack on Kyiv region    ▪️Russians once again targeted energy infrastructure facilities.    ▪️In the Kyiv region, unfortunately, there is damage to the infrastructure.    ▪️32 air targets were detected in the Kyiv region, all 32 were destroyed.    ▪️This morning in the capital, an object similar to a rocket fragment was found on the second track of the ""Hydropark"" metro station of the Sviatoshynsko-Brovarska line. The movement of electric trains from the metro station ""Lesnaya"" to the station ""Dnipro"" is temporarily suspended. The explosive service is working at the scene. ",1
161,176,"  💥 Even on New Year's Eve, the Russians continued firing in different parts of the front.    📍 In Volnovakha direction, Ugledar and the outskirts of the city came under fire without casualties.    📍On the Donetsk direction, there was shelling of the private sector of Kurakhovo, and after midnight the Russians shelled Avdeevka twice with Grads - no one was injured.    📍 In the Horlivka direction, Toretska was shelled - 8 houses were damaged, no casualties were reported.    📍 Also yesterday, a shell landed in Alekseevo-Druzhkivka of Druzhkivka community - the shell did not explode, no damage or casualties were reported. ",1
162,177,"  In Izyum, it was possible to supply heat to 84 apartment buildings after the de-occupation of the city, only 64 buildings were planned to be heated ",0
163,178,  Congratulations also go to our tankers!!!!  https//t.me/operativnoZSU ,0
164,179,"  🇬🇧🇺🇦 The main New Year's fireworks in Britain in blue and yellow colors and under ""Stephanie"".    https//t.me/operativnoZSU ",0
165,180,"  Operational situation in Donetsk region as of the morning of January 1.    Even on New Year's Eve Russians continued shooting in different parts of the frontline.    In the Volnovakha sector, Vuhledar and the outskirts of the town came under fire - without casualties.    In the Donetsk sector private sector of Kurakhove was shelled yesterday, and after midnight Russian proxies shelled Avdiivka twice with Grad multiple rocket launchers - no one was injured.    In the Horlivka sector Toretsk came under fire - 8 houses were damaged, no casualties were reported.    Also, a shell landed in Oleksiyevo-Druzhkivka of Druzhkivka community yesterday - the shell did not explode, there were no destructions and no casualties, - Pavlo Kyrylenko/Donetsk OVA  https//t.me/operativnoZSU ",1
166,181,"  🤬 Russian troops shelled Kherson region 40 times yesterday. The Russian army shelled Kherson itself 18 times, hitting critical infrastructure, private and apartment buildings.     Yaroslav Yanushevych, the head of the OVA, reported three wounded, including a 13-year-old boy (in serious condition) and a 12-year-old girl.    @babel ",1
167,182,"  From today, Croatia officially became a member of the Eurozone and joined the Schengen area. The euro becomes the official currency in the country, and there is no need to pass control to cross the land border.    @babel ",0
168,227,  Consequences of yesterday's shelling of Zaporizhzhia. Relevant services together with NGOs and volunteers are restoring infrastructure and helping people.    https//t.me/operativnoZSU ,0
170,185,  Putin still does not understand that Ukrainians are made of iron - U.S. Ambassador to Ukraine about the night shelling  Brigitte Brink said that America is absolutely sure that Ukraine will win this year.    🇺🇦 Ukraine Now ,0
171,186,"  ""Kharkiv. Mutilated, but unconquered. You have proved to the enemy that being close geographically does not mean being close mentally. Kharkiv is a Ukrainian city. A hero city,"" President Volodymyr Zelenskyy said in his New Year's address to Ukrainians. These words were illustrated by footage of a graduation waltz on the ruins of school 134 and a history lesson for children in the subway, filmed by Suspilne Kharkiv correspondents. How the city managed to survive and what helps to hold on now - listen to the podcast ""Scarred"", or read and watch on the website of Suspilne ",0
172,187,"  ❗️ As of January 1, the circulation of the hryvnia ended in the ""DNR, LNR.     Now it is only possible to pay in rubles. ",0
173,188,"  Ukrainian defenders of the sky also congratulated on the New Year in their own way  Some ""incendiary"" congratulations for the Russians were also not long in coming. 😏  🇺🇦 Real War ",0
174,189,"  From January 1, 2023, the NBU will start withdrawing from circulation paper banknotes of 5, 10, 20 and 100 hryvnia denominations of 2003-2007  They will be replaced with updated ones   🔹 5 and 10 hryvnia coins of 2018 design; new generation 20 and 100 hryvnia banknotes.     🇺🇦Real War ",0
175,190,"  At night in the center of Moscow they sang ""She hasn't died of Ukraine"" and danced to Serdyuchka  The Rasha publicity groups did not elaborate on the fate of the ""walkers.     🇺🇦Real War ",0
176,191,"  ""Ukraine Never Dies"" - these were the songs sung by Russians in the center of Moscow yesterday  🇺🇦 Ukraine Now ",0
177,192,  Utilities workers are already eliminating the consequences of the shelling of the center of Donetsk ,0
178,193,"  From January 1, 2023, the NBU will start withdrawing from circulation paper banknotes of 5, 10, 20 and 100 hryvnia denominations of 2003-2007  They will be replaced with updated ones   🔹 5 and 10 hryvnia coins of 2018 design; new generation 20 and 100 hryvnia banknotes.    send news @niko9_bot 👉SUBSCRIBE ",0
179,194,"  📲 What to do if the connection is lost?  🔹 Try to connect to another operator's network.    🔹 To do this, select the available network in the phone settings.    🔹 Try to connect to each operator in turn.    🔹 Check if there is a working landline phone nearby.    🔹 Check with your Internet provider whether it has additional batteries or other devices to power the network.   🔹 To find out the news, use a portable radio with batteries or a rechargeable battery.    🔹 Find out about the nearest institutions where there is a connection points of invincibility, local authorities, post offices, fire and rescue units, police, ambulance stations.    🔹 Arrange a meeting place and time with family or friends in advance.     Be careful and watch out for others!  More information 👉 on the SES website and under the hashtag #безопастностьцивильных #безопастностьцивильных.    ℹ The video was created by Internews Ukraine within the framework of the project ""Safety of (Cy)Free"", implemented with the support of HOVERLA / USAID project in Ukraine  SES of Ukraine ",0
180,195,"  ❗️ On New Year's Eve, Russians left Kherson and neighboring settlements without electricity, - head of OVA  The occupiers hit a critical infrastructure facility. The city center, KhBK district, Bilozerka, Komyshany and other villages were left without electricity supply. ",1
181,196,"  In Russia, from September 1, passengers of the upper shelves of long-distance trains will have the right to sit on the lower shelves during meals, - Russian media report....  The serfs have no rights))  https//t.me/operativnoZSU ",0
182,197,"  Combat medic with the call sign Shveps serves in the 25th Prince Askold Brigade of the National Guard of Ukraine. He saved the wounded in Bakhmut.    ""It is difficult, but stable there. They are advancing every day, we repel them. During the offensive the enemy used artillery, tanks and aircraft. It happened that we were sitting in the same landing with the Wagnerites, mostly former criminals. They stayed in that landing"".    Our warriors already feel the enemy at the level of reflexes, and therefore every time they give a lightning-fast and explosive response!  ""Our military obligation is to protect Ukraine"", - the hero emphasizes. We support and share this.    Let us protect Ukraine and move towards victory!  Source National Guard of Ukraine. ",0
183,198,"  Russian Federation suffers losses at the front, - General Staff  Over the past week, about 350 wounded servicemen of the invaders were delivered to the city hospital of Bilovodsk, Luhansk region.    ▪️ On December 30 last year, in Zaporizhzhia region, enemy losses amounted to 160 wounded occupants, 10 units of military equipment of various types were destroyed. Information about the liquidated invaders is currently being clarified. ",0
184,199,"  🚇 Traffic on the ""red"" metro line from Akademmistechko station to Lisova station has been restored  The bomb squad removed a rocket fragment near Livoberezhna metro station. The tracks and contact network were not damaged.     KSCA  https//t.me/operativnoZSU ",0
185,200,"  Russian occupants shelled Kherson region 40 times in one day  Due to Russian shelling, 3 people were wounded. Among the wounded 2 are children 13-year-old boy is in serious condition, 12-year-old girl received moderate injuries. ",1
186,201,"  ‼️Mykolaiv was fired upon by 6 Iskander missiles yesterday, - Head of OVA Vitaliy Kim  According to him, the Russians attacked the residential sector with missiles. ",1
187,296,"  NASAMS was triggered over Kyiv at night - spokesman of the Air Force Command of Ukraine Yurii Ihnat  We are grateful to the work of the Kyiv anti-aircraft missile brigade, which guarded the sky of the capital and was with us this New Year's night. We also thank the Air Command ""Center""!  https//t.me/operativnoZSU ",1
